// 翻译注意事项：
// 1、文本格式为UTF-8。
// 2、仅翻译等号右侧、引号内的中文文本即可，引号内的英文无需翻译。
// 3、双斜杠“//”后的中文无需翻译，为备注提示信息。
// 4、中文里的{0}{1}为动态替换文本，很特别的话我会给出范例。
// 5、[feee75]xxxx[-]这类的文本，中括号内的为颜色代码，无需翻译。

// *******************************************
// *******************************************
// ****************客户端本地化资源***********
// *******************************************
// *******************************************


// CombatSetWnd
CombatSetWnd_1 =增益状态
EquipBatchSellWnd_Prop_12 =暴击率+% (戒指)
EquipBatchSellWnd_Prop_13 =暴击伤害+% (戒指)
EquipBatchSellWnd_Prop_8 =敏捷+ (护符)

// SummonPetListWnd
SummonPetListWnd_1 =◆本周可召唤使魔
// 6天后重置
SummonPetListWnd_2 =天后重置
SummonPetListWnd_3 =[u]召唤说明[/u]

// SummonPetCaptionWnd
SummonPetCaptionWnd_1 =◆ 刻印召唤 ◆
SummonPetCaptionWnd_3 =◆ 本周可召唤的使魔
SummonPetCaptionWnd_4 =◆ {0}天后可召唤的使魔
SummonPetCaptionWnd_5 =◆「印刻召唤石」获得方法
SummonPetCaptionWnd_6 =北境圣域、商店

// SummonPetPieceWnd
SummonPetPieceWnd_1 =◆ 召唤碎片 ◆

// SignWnd
SignWnd_1 =◆ 每日签到 ◆
SignWnd_2 =第 {0} 天
SignWnd_3 =离签到重置时间还有 {0} 天
SignWnd_4 =已签到

// MailWnd
MailWnd_1 =系统邮件
MailWnd_2 =友情点数
MailWnd_3 ={0} 天
MailWnd_4 =时间排序
MailWnd_5 =全部领取
MailWnd_6 =邮件时间到后将会销毁
MailWnd_7 =[u]点击查看详情[/u]
MailWnd_8 =收 取
MailWnd_9 =送来的每日友情点数
MailWnd_10 =每日友情点数
MailWnd_11 =选择以下{0}种奖励
MailWnd_12 =邮件已经提取过，不能重复提取。
MailWnd_13 ={0} 小时
MailWnd_14 ={0} 分
MailWnd_15 =装备包裹已满，请清理后再进行此操作。
MailWnd_16 =装备免费活动开放中，无法使用装备卸载卷。
MailWnd_17 =装备卸载卷使用中，暂时无法使用装备卸载卷。
MailWnd_18 =是否立即使用{0}？<br>使用后，{1} 天内装备卸载免费。

// MailSelectBonusWnd
MailSelectBonusWnd_1 = 6★ 传说套装选择
MailSelectBonusWnd_2 = 是否选择获取「{0}」套装？


// TaskWnd
TaskWnd_1 =◆ 任务/挑战
TaskWnd_2 =签到
TaskWnd_3 =每日任务
TaskWnd_4 =挑战任务
TaskWnd_5 =成就任务
TaskWnd_6 =领取奖励
TaskWnd_7 =详细信息
TaskWnd_8 =完成奖励:
TaskWnd_9 =立即前往
TaskWnd_10 =确 定
TaskWnd_11 =成长手册

// SynthesisWnd
SynthesisWnd_1 =◆ 魂石合成
SynthesisWnd_2 =合成魂石
SynthesisWnd_3 =当前拥有
SynthesisWnd_4 =请选择要合成的魂石
SynthesisWnd_5 =材料不足
SynthesisWnd_6 =只有中级和高级魂石可以合成。
SynthesisWnd_7 =点击右侧选择一个合成的魂石
SynthesisWnd_8 =『{0}』不足，至少需要{1}个以上
SynthesisWnd_9 =[u]魂石合成？[/u]

// BlackSmithMgr
BlacksmithMgr_1 ={0}数量不足，操作失败。

// BuyStorageWnd
BuyStorageWnd_1 =花费金币扩充容量
BuyStorageWnd_2 =花费钻石扩充容量
BuyStorageWnd_3 =购买{0}格
BuyStorageWnd_4 =当前{0}容量为「{1}/{2}」
BuyStorageWnd_5 =扩充{0}格
BuyStorageWnd_6 =当前{0}已达最大容量，不能升级。
BuyStorageWnd_7 =包裹
BuyStorageWnd_8 =仓库

// StoreWnd
StoreWnd_1 =◆ 使魔寄存处
StoreWnd_2 =提示： 长按可显示详细信息！
StoreWnd_3 =仓库格子数量不足！
StoreWnd_4 =包裹格子数量不足！
StoreWnd_5 =包裹格子已达扩充上限。
StoreWnd_6 =仓库格子已达扩充上限。

// BelongingGoodsInfoWnd
BelongingGoodsInfoWnd_1 ={0}{1}星{2}套装({3}件)
BelongingGoodsInfoWnd_3 =可获得{0}件{1}星随机{2}属性的「{3}」套装。
BelongingGoodsInfoWnd_4 =选择
BelongingGoodsInfoWnd_5 ={0}件套:  {1}
BelongingGoodsInfoWnd_6 =已超过选取总数，请先取消其他选择
BelongingGoodsInfoWnd_7 =取消选择

//ItemDesc
suitCase_desc =可获得 {0} 件 {1} 星随机稀有属性的「{2}」套装

// ShopWnd
ShopWnd_1 =◆ 市 集
ShopWnd_2 =离下次刷新
ShopWnd_3 =刷新市集
ShopWnd_4 =增加市集栏位
ShopWnd_5 =◆ 已购买 ◆
ShopWnd_6 =要花费 {0}×{1} 增加栏位吗?
ShopWnd_7 =要花费 {0}×{1} 刷新市集吗？
ShopWnd_8 =玩家{0}不足。
ShopWnd_9 =当前剩余市集刷新卷：{0}<br>是否立即刷新市集？
ShopWnd_10 =每日限刷新市集 {0}/{1} 次
ShopWnd_11 =今日已达到该功能使用次数上限。


// ShopMgr
ShopMgr_1 ={0}不足


// LotteryBonusWnd
LotteryBonusWnd_1 =◆ 许愿喷泉
LotteryBonusWnd_2 =开始许愿
LotteryBonusWnd_3 =离下次免费许愿时间
LotteryBonusWnd_7 =免费 {0} 次
LotteryBonusWnd_8 =要花费 {0}×{1} 许愿吗？
LotteryBonusWnd_9 ={0}不足，是否前往商店购买？
LotteryBonusWnd_10 =每日限许愿 {0}/{1} 次
LotteryBonusWnd_11 =今日已达到该功能使用次数上限。

// BaggageMgr
BaggageMgr_1 =使魔栏位不足，请清理后再进行此操作。
BaggageMgr_2 =装备包裹已满，请清理后再进行此操作。

// BaggageWnd
BaggageWnd_1 = 点击屏幕任意处即可跳过

// ChatWnd
ChatWnd_1 ={0}频道
ChatWnd_2 =最近私信
ChatWnd_3 =点击此处输入文字
ChatWnd_4 =发 送
ChatWnd_5 =综 合
ChatWnd_6 =公 会
ChatWnd_7 =私 信
ChatWnd_8 =切换频道:
ChatWnd_9 =确 定
// ChatWnd_10 =请输入1-{0}数字来切换对应频道
ChatWnd_10 =目前服务器支持 1-10 号聊天频道
ChatWnd_11 =不存在该频道
ChatWnd_12 =综合
ChatWnd_13 =公会
ChatWnd_14 =私信
ChatWnd_15 =确定
ChatWnd_16 =点击此处输入私信文字
ChatWnd_17 =公告
ChatWnd_18 =系统
ChatWnd_19 =聊天功能需要您达到 {0} 级时才开放。
ChatWnd_20 =你已被禁言，剩余持续时间{0}
ChatWnd_21 =你当前发言太频繁了，请休息片刻再发言！
ChatWnd_22 =当前状态下无法填写邀请人，请退出战斗。
ChatWnd_23 =您已超过{0}级，无法再填写邀请人。
ChatWnd_24 =您已有邀请人，无法再填写第二个邀请人。
ChatWnd_25 =邀请人不能设置为自己。

// FriendViewWnd
FriendViewWnd_1 =举报
FriendViewWnd_2 =访问
FriendViewWnd_3 =共享使魔
FriendViewWnd_4 =屏 蔽
FriendViewWnd_5 =申请好友
FriendViewWnd_6 =私 信
FriendViewWnd_7 =无阶位
FriendViewWnd_8 =等级 {0} {1}
FriendViewWnd_9 =是否暂时屏蔽此玩家？<br>(重新登录，自动解除)
FriendViewWnd_10 =成功发送好友申请信息。
FriendViewWnd_11 =已发送过好友申请信息。
FriendViewWnd_12 =您是否要给{0}发送好友申请。
FriendViewWnd_13 =好友数量已满，操作失败。
FriendViewWnd_14 =对方已经发起了好友申请，申请失败。
FriendViewWnd_15 =删除好友失败，请重试。
FriendViewWnd_16 =拒绝好友失败，请重试。
FriendViewWnd_17 =同意好友请求失败，申请失败。
FriendViewWnd_18 =[{0}]好友数量已满，操作失败。
FriendViewWnd_19 =接收请求数量已经上限，操作失败。
FriendViewWnd_20 =[{0}]接收请求数量已经上限，操作失败。
FriendViewWnd_21 =发出请求数量已经上限，操作失败。
FriendViewWnd_22 =[{0}]发出请求数量已经上限，操作失败。
FriendViewWnd_23 =重复发送好友请求，申请失败。
FriendViewWnd_24 =已经是好友，申请失败。
FriendViewWnd_25 =请求添加好友失败，请重试。
FriendViewWnd_26 =取消好友请求失败，请重试。
FriendViewWnd_27 =无法向自己发送好友申请，申请失败。
FriendViewWnd_28 =填写成功，奖励发送至您的邮箱中，请注意查收。
FriendViewWnd_29 =重复设置邀请人，设置失败。
FriendViewWnd_30 =该邀请人ID不存在，请重新填写。
FriendViewWnd_31 =邀请人不能设置为自己，设置失败。
FriendViewWnd_32 =您已经超过{0}级，无法绑定邀请人。
FriendViewWnd_33 =他
FriendViewWnd_34 =她
FriendViewWnd_35 ={0}的历程

// DefenceDeployViewWnd
DefenceDeployViewWnd_1 =队长技能
DefenceDeployViewWnd_2 =「{0}」的防守阵容

// CommentMgr
Comment_1 =评论信息长度范围{0}~{1}文字，发布评论失败。
Comment_2 =发布评论失败，请重试。
Comment_3 =评论点赞失败，请重试。
Comment_4 =该评论已经点赞过，点赞失败。
Comment_5 =该评论已经不存在，点赞失败。
Comment_6 =自己发布的评论不允许点赞，点赞失败。
Comment_7 =删除评论失败，请重试。
Comment_8 =不能删除其他玩家发布的评论，删除评论失败。
Comment_9 =查看玩家分享使魔失败，请重试。
Comment_10 =玩家分享使魔已经不存在。
Comment_11 =获取评论失败，请重试。
Comment_12 =请先升到{0}级再来对使魔进行评价吧！

// ViewUserWnd
ViewUserWnd_1 =等级{0} {1}
ViewUserWnd_2 =防守阵容
ViewUserWnd_3 =关闭查看

// DungeonsWnd
DungeonsWnd_1 =◆ 北境圣域
DungeonsWnd_2 =◆ {0}
DungeonsWnd_3 =[u]掉落道具？[/u]
DungeonsWnd_4 =已通关
DungeonsWnd_5 =可通关
DungeonsWnd_6 =战斗
DungeonsWnd_7 =未开放
DungeonsWnd_8 =通关上一层
DungeonsWnd_9 =？？
DungeonsWnd_10 ={0}/{1}
DungeonsWnd_11 ={0}级
DungeonsWnd_12 =完成 {0}/{1} 挑战将有
DungeonsWnd_13 =[u]丰厚奖励[/u]
DungeonsWnd_14 =已完成所有挑战任务
DungeonsWnd_15 =需要通关之前的关卡
DungeonsWnd_16 =没有可入场的地下城
DungeonsWnd_17 =好友: {0}
DungeonsWnd_18 =未通关
DungeonsWnd_19 =发布分享
DungeonsWnd_20 ={0}时
DungeonsWnd_21 ={0}分
DungeonsWnd_22 ={0}秒
DungeonsWnd_23 =我发现了
DungeonsWnd_24 =请点击头像加我好友，一起挑战吧
DungeonsWnd_25 =请选择分享或者发布世界频道
DungeonsWnd_26 =好友:{0}/{1}
DungeonsWnd_27 =无法进入<br>该隐藏圣域容量已满
DungeonsWnd_28 =无法再邀请邀请新好友<br>该隐藏圣域已达到最高容量
DungeonsWnd_29 =您的好友达到上限<br>无法再邀请更多的好友
DungeonsWnd_30 ={0}已通关，无法再次挑战
DungeonsWnd_31 =分 享
DungeonsWnd_32 =发布世界频道
DungeonsWnd_33 =取消

// DungeonsRewardWnd
DungeonsRewardWnd_1 =「{0}」全挑战奖励
DungeonsRewardWnd_2 =[{0}]完成「{1}」[-][{2}]({3}/{4})[-][{5}]个挑战任务后可获得丰厚的奖励。[-]
DungeonsRewardWnd_3 =完成奖励
DungeonsRewardWnd_4 =确  认
DungeonsRewardWnd_5 =领取奖励

// InstanceChallengeTaskWnd
InstanceChallengeTaskWnd_1 =「{0}」 {1} 层挑战任务
InstanceChallengeTaskWnd_2 =领取奖励

// BossInfoWnd
BossInfoWnd_1 =
BossInfoWnd_2 =火属性
BossInfoWnd_3 =光属性
BossInfoWnd_4 =风属性
BossInfoWnd_5 =水属性
BossInfoWnd_6 =暗属性
BossInfoWnd_7 =确 认
BossInfoWnd_8 =首领
BossInfoWnd_9 ={0} 级
BossInfoWnd_10 =首领技能：
element_info_NA =无
element_info_FIRE =火
element_info_STORM =风
element_info_WATER =水
element_info_LIGHT =光
element_info_DARK =暗

// DungeonsDropGoodsWnd
DungeonsDropGoodsWnd_1 =掉落套装
DungeonsDropGoodsWnd_2 =其他掉落
DungeonsDropGoodsWnd_3 =「{0}」掉落物品
DungeonsDropGoodsWnd_4 =确 认
DungeonsDropGoodsWnd_5 =元素魂石圣域开启时间

// FriendWnd
FriendWnd_1 =◆ 好友/公会
FriendWnd_2 =好友
FriendWnd_3 =我的好友
FriendWnd_4 =推荐奖励
FriendWnd_5 =好友请求
FriendWnd_6 =查找好友
FriendWnd_7 = 邀请好友

// MyFriendWnd
MyFriendWnd_1 =等级 {0}
MyFriendWnd_2 =[ff9595]最近登录时间({0})[-]
MyFriendWnd_3 =赠送
MyFriendWnd_4 =查看
MyFriendWnd_5 =你是否要取消与「{0}」的好友关系。
MyFriendWnd_6 =[a4ff95]正在游戏（频道{0}）[-]
MyFriendWnd_7 ={0}以后才能送礼物
MyFriendWnd_8 =小时
MyFriendWnd_9 =分钟
MyFriendWnd_10 =友情点已达到最大限制。
MyFriendWnd_11 =刚刚

//InviteFriendWnd
InviteFriendWnd_1 = 我的ID : {0}
InviteFriendWnd_2 = 邀请人 : {0}
InviteFriendWnd_3 = 点击输入邀请人ID
InviteFriendWnd_4 = 注:等级超过{0}级以后无法填入邀请人ID。
InviteFriendWnd_5 = 输入邀请人成功后立即获得:
InviteFriendWnd_6 = 即刻邀请好友
InviteFriendWnd_7 = 未获得
InviteFriendWnd_8 = 邀请人信息
InviteFriendWnd_9 = 已获得
InviteFriendWnd_10 =发送我的ID到聊天频道
InviteFriendWnd_11 =低于{0}级的新人<split>labelclick=[u]点击此处添加我为邀请人[/u]</split>即可领取丰厚钻石、金币奖励
InviteFriendWnd_12 =你已经发送过id邀请消息，短时间内无法再发送。
InviteFriendWnd_13 =我的id邀请已发送至聊天 {0} 频道。

//ShareWnd
ShareWnd_1 = [u]复制我的ID[/u]
ShareWnd_2 = 玩家ID: {0}
ShareWnd_3 = 烧脑的策略游戏，特别的技能机制，多变的装备属性！\n 操作不复杂但极具策略乐趣！\n 来吧小伙伴，《使魔计划》了解一下~ \n
ShareWnd_4 = ● 游戏下载 ●

//ShareOperateWnd
ShareOperateWnd_1 = ◆选择分享方式
ShareOperateWnd_2 = 长按识别二维码下载
ShareOperateWnd_3 = 成为我的好友，跟我一起获得该使魔吧！
ShareOperateWnd_4 = 属性\n       提升
ShareOperateWnd_5 = 星级提升
ShareOperateWnd_6 = 最大等级
ShareOperateWnd_7 = 基础生命
ShareOperateWnd_8 = 基础攻击
ShareOperateWnd_9 = 基础防御
ShareOperateWnd_10 = {0}专属[-]隐藏圣域
ShareOperateWnd_11 = {0}{1}[-]属性[FFDC00]{2}★[-]使魔{3}「{4}」[-]等你挑战！
ShareOperateWnd_12 = 在该圣域收集{0}个「{1}碎片」即可在「召唤祭坛」召唤该使魔
ShareOperateWnd_13 = 使用
ShareOperateWnd_14 = 成功召唤
ShareOperateWnd_15 = 连续十次召唤
ShareOperateWnd_16 = 一口气召唤这么多使魔，名字太多写不下！
ShareOperateWnd_17 = #使魔计划手游#隐藏圣域，发现！快来加我获得挑战权吧~ \n ヾ(@▽@)ノ \n
ShareOperateWnd_18 = #使魔计划手游#妈妈再也不用担心我打不过怪物了~\n ヾ(@▽@)ノ \n
ShareOperateWnd_19 = #使魔计划手游#六星使魔在手！天下我有！\n ヾ(@▽@)ノ \n
ShareOperateWnd_20 = #使魔计划手游#我的新伙伴GET！\n ヾ(@▽@)ノ \n
ShareOperateWnd_21 = #使魔计划手游#我的伙伴们登场啦！\n ヾ(@▽@)ノ \n
ShareOperateWnd_22 = #使魔计划手游#绝品使魔GET！\n "{0}" \n ヾ(@▽@)ノ \n
share_desc_1121 =啊，宁静祥和的凯达利亚大地，我的母亲，我的故乡！
share_desc_2111 =千年之梦，梦醒了，你还在么？
share_desc_3091 =将至吾迷宫之人哟！必叫你有去无回！
share_desc_3111 =是谁以吾之名，行召唤之术，是否需要吾再次拯救苍生？！
share_desc_3121 =嘻嘻嘻~以我之所誉贵之，以我之所憎诛之！
share_desc_4081 =当时间可以被驾驭，没有什么是不能办到的！
share_desc_4121 =祈祷吧！在我身边，祈祷教廷之护佑！祈祷神，从天而降！
share_desc_4131 =凡战之所在，必由我们终结！天佑凯达利亚！
share_desc_5111 =涅槃之与吾，重生之于汝！
share_desc_5161 =圣光笼罩在我们心中，神灵之歌声常伴左右！

// FriendRequestWnd
FriendRequestWnd_1 =您收到了 {0}/{1} 个好友请求
FriendRequestWnd_2 =拒绝所有
FriendRequestWnd_3 =等级 {0}
FriendRequestWnd_4 =是否要与{0}成为好友。
FriendRequestWnd_5 =(来自邀请ID)

// FindFriendWnd
FindFriendWnd_1 =请输入您要查找的好友昵称
FindFriendWnd_2 =查找
FindFriendWnd_3 =请输入1~7个汉字，1~14个英文字母或数字
FindFriendWnd_4 =等级 {0}
FindFriendWnd_5 =请耐心等待好友通过申请...
FindFriendWnd_6 =你对{0}/{1}个玩家发起了好友申请
FindFriendWnd_7 =无法给自己发送好友申请
FindFriendWnd_8 =通过昵称查找
FindFriendWnd_9 =通过ID查找
FindFriendWnd_10 =请输入1~14个英文字母或数字
FindFriendWnd_11 =请输入您要查找的好友ID

// PetSynthesisWnd
PetSynthesisWnd_1 =使魔合成

// PetSynthesisInfoWnd
PetSynthesisInfoWnd_1 =立即合成
PetSynthesisInfoWnd_2 =「{0}」正在{1}中，无法进行合成。
PetSynthesisInfoWnd_3 =缺少合成材料「{0}」
PetSynthesisInfoWnd_4 =所合成材料使魔中有穿着装备或被提升过技能的，<br>继续合成将会被销毁。
PetSynthesisInfoWnd_6 =「{0}」为共享使魔，不能合成。
PetSynthesisInfoWnd_7 =「{0}」已锁定，不能合成。
PetSynthesisInfoWnd_8 =「{0}」为已设定为防守阵容，不能合成。
PetSynthesisInfoWnd_9 =「{0}」位于仓库中，不能合成。

// PetSelectItemWnd
PetSelectItemWnd_1 =更换
PetSelectItemWnd_2 =待合成

// PetSynthesisConfirmWnd
PetSynthesisConfirmWnd_1 =继续合成以上使魔将会消失!
PetSynthesisConfirmWnd_2 =继续
PetSynthesisConfirmWnd_3 =取消

// PetSelectWnd
PetSelectWnd_1 =仓库、防御、锁定、共享中的不显示在以下列表中

// QuickMarketWnd
QuickMarketWnd_1 =快捷购买
QuickMarketWnd_2 =要花费 {0} {1}购买吗？
QuickMarketWnd_3 =购买成功。
QuickMarketWnd_4 =要花费 {0} 购买吗？
QuickMarketWnd_5 =天
QuickMarketWnd_6 =时

// ResearchRewardWnd
ResearchRewardWnd_1 =完成条件
ResearchRewardWnd_2 =奖励方式
ResearchRewardWnd_3 =奖励物品
ResearchRewardWnd_4 =完成任务后请及时至邮箱领取奖励
ResearchRewardWnd_5 =已完成
ResearchRewardWnd_6 =第{0}天
ResearchRewardWnd_7 =完成任务后{0}天内，每天向您的邮箱发送对应的奖励
ResearchRewardWnd_8 =完成条件时立即发送奖励
ResearchRewardWnd_9 =已发送

// ResearchRewardItemWnd
ResearchRewardItemWnd_1 =未完成
ResearchRewardItemWnd_2 =[F2FF7BFF]已完成，奖励发放中[-]
ResearchRewardItemWnd_3 =[B9B9B9FF]已完成，奖励发放结束[-]

// ResearchBonusInfoWnd
ResearchBonusInfoWnd_1 =◆研究奖励获得
ResearchBonusInfoWnd_2 =研究奖励将发送至您邮箱
ResearchBonusInfoWnd_3 =确定

// ShowResearchBonusWnd
ShowResearchBonusWnd_1 =研究奖励
ShowResearchBonusWnd_2 =还剩{0}天

// TowerDiffSelectWnd
TowerDiffSelectWnd_1 =困难
TowerDiffSelectWnd_2 =普通

// TowerWnd
TowerWnd_1 =◆ 通天之塔
TowerWnd_2 =返回地图
TowerWnd_3 =距通天之塔重置剩
TowerWnd_4 ={0} 天
TowerWnd_5 =困难
TowerWnd_6 =普通
TowerWnd_7 ={0} 秒

// MarketWnd
MarketWnd_1  =功勋兑换
MarketWnd_2  =钻石商店
MarketWnd_3  =辅助道具
MarketWnd_4  =礼包
MarketWnd_5  =购买
MarketWnd_6  ={0} 天限购 {1}/{2} 次
MarketWnd_7  =剩 {0} 天
MarketWnd_8  =一个账号限购 {0}/{1} 次
MarketWnd_9  =该账号已购买
MarketWnd_10 ={0} 级后可购买
MarketWnd_11 =一个月限购 {0}/{1} 次
MarketWnd_12 =送+{0}
MarketWnd_13  =剩 {0} 小时
MarketWnd_14  =购买成功
MarketWnd_16  ={0}达到上限，无法购买。
MarketWnd_17  =购买失败，包裹空间不足。
MarketWnd_18  =购买失败,{0}不足
MarketWnd_19  =最大
MarketWnd_20  =购买次数已达到上限
MarketWnd_21  =当前属于删档测试阶段内购功能暂未开放，敬请谅解。
MarketWnd_22  =正在与 App Store 链接中…
MarketWnd_23  =包裹空间不足，无法购买。
MarketWnd_24  =限时商城
MarketWnd_25  =无法购买。
MarketWnd_26  =游戏暂未支持付费功能，无法购买
MarketWnd_27 =等级不满足要求，无法购买。
MarketWnd_28 =购买失败。
MarketWnd_29 =尚未到购买时间，无法购买。
MarketWnd_30 =该商品不存在，无法购买。
MarketWnd_31 =月卡增幅
MarketWnd_32 =天
MarketWnd_33 =小时
MarketWnd_34 =分
MarketWnd_35 =秒
MarketWnd_36 =月卡还在有效期的情况下处于「月卡增幅状态」，\n每天可在邮箱中收到额外的月卡钻石奖励。
MarketWnd_37 =付费功能已关闭，无法购买。
MarketWnd_38 =首充钻石双倍
MarketWnd_39 =·剩余{0}天·
MarketWnd_40 = +{0}天

// GiftInfoWnd
GiftInfoWnd_1 =◆ 增益礼包 ◆
GiftInfoWnd_2 =购买
GiftInfoWnd_3 =取消

// DescViewWnd
DescViewWnd_1 =使魔战斗所获经验增加100%。\n可与已有双倍经验时间叠加。\n（无法与活动双倍经验叠加）

// ActivityWnd
ActivityWnd_1 =没有更多的活动了
ActivityWnd_2 =活动时间：{0}~{1}
ActivityWnd_3 =活动时间：服务器测试阶段不限时间
ActivityWnd_4 =星期一
ActivityWnd_5 =星期二
ActivityWnd_6 =星期三
ActivityWnd_7 =星期四
ActivityWnd_8 =星期五
ActivityWnd_9 =星期六
ActivityWnd_10 =星期日
ActivityWnd_11 =您已购买了月卡，无需再次购买。

// AccumulateScoreWnd
AccumulateScoreWnd_1 =活动时间：服务器测试阶段不限时间
AccumulateScoreWnd_2 =完成活动每日相关任务，就能领取丰富礼品☆
AccumulateScoreWnd_3 =注意：本活动奖励和规则可能根据服务器实际情况进行调整，请关注游戏相关公告
AccumulateScoreWnd_4 =点击图标可查看道具说明，兑换成功后将发送至您的邮箱
AccumulateScoreWnd_5 =每日积分获得上限为 {0}/{1} ，兑换次数限制将于每日 0 点更新，距离更新时间还有{2}。
AccumulateScoreWnd_6 =「升星波利」提升星级不计算在内
AccumulateScoreWnd_7 =通过「召唤祭坛」召唤出 3 星以上的使魔才有积分
AccumulateScoreWnd_9 ={0}积分
AccumulateScoreWnd_10 =召唤/升星使魔
AccumulateScoreWnd_11 =「竞技场」排位战
AccumulateScoreWnd_12 =挑战「北境圣域」
AccumulateScoreWnd_13 =对我温柔点，
AccumulateScoreWnd_14 =使魔觉醒都靠我了~_(:3 」∠)
AccumulateScoreWnd_15 =北境我最强
AccumulateScoreWnd_16 =不要抢我的装备 (。・`ω´・)
AccumulateScoreWnd_17 =别看我就一个眼！
AccumulateScoreWnd_18 =其实我才是最强⌒(~▽~)
AccumulateScoreWnd_19 =通过「积分」兑换道具后可获得同等价值的「积累点数」
AccumulateScoreWnd_20 =长按图标可查看道具说明，兑换成功后将发送至您的邮箱
AccumulateScoreWnd_21 =「累积点数」最多只能获得 {0} 点，兑换次数限制将于每周一 0 点更新，距离更新时间还有{1}
AccumulateScoreWnd_22 =今日已无法兑换
AccumulateScoreWnd_23 =本周已无法兑换
AccumulateScoreWnd_24 ={0}累积点数
AccumulateScoreWnd_25 =次
AccumulateScoreWnd_26 =「{0}」已发送至您的邮箱。
AccumulateScoreWnd_27 =兑换成功
