"# resource",
"# 技能资源配置表",
"# 编号","资源列表"
"string","auto"
"703","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E1041s3.prefab"",""Assets/Prefabs/Effect/E0114.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/bigJump.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"705","({""Assets/Prefabs/Effect/E1041w1.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"706","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"707","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1041w2a.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C1041_2.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"708","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Prefabs/Effect/E1041w3.prefab"",""Assets/Prefabs/Effect/black.prefab"",})"
"1382","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1383","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1051d2a.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0106l.prefab"",""Assets/Prefabs/Effect/E0106d.prefab"",""Assets/Prefabs/Effect/E0106f.prefab"",""Assets/Prefabs/Effect/E0106s.prefab"",""Assets/Prefabs/Effect/E0106w.prefab"",""Assets/Prefabs/Effect/E1051d2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"1384","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E1051d3.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1385","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1386","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1051f2a.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0106l.prefab"",""Assets/Prefabs/Effect/E0106d.prefab"",""Assets/Prefabs/Effect/E0106f.prefab"",""Assets/Prefabs/Effect/E0106s.prefab"",""Assets/Prefabs/Effect/E0106w.prefab"",""Assets/Prefabs/Effect/E1051f2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"1387","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1051f3a.prefab"",""Assets/Prefabs/Effect/E1051f3b.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1378","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1379","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E1051l2.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1388","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1389","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E1051s2.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1390","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E1051s3a.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E1051s3c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1391","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"1392","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1051w2a.prefab"",""Assets/Prefabs/Effect/E0132l.prefab"",""Assets/Prefabs/Effect/E0132d.prefab"",""Assets/Prefabs/Effect/E0132f.prefab"",""Assets/Prefabs/Effect/E0132s.prefab"",""Assets/Prefabs/Effect/E0132w.prefab"",""Assets/Prefabs/Effect/E0106l.prefab"",""Assets/Prefabs/Effect/E0106d.prefab"",""Assets/Prefabs/Effect/E0106f.prefab"",""Assets/Prefabs/Effect/E0106s.prefab"",""Assets/Prefabs/Effect/E0106w.prefab"",""Assets/Prefabs/Effect/E1051w2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"575","({""Assets/Art/Sounds/s_bow_shoot.wav"",""Assets/Prefabs/Effect/E0101d.prefab"",})"
"576","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1071d1c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"577","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1071d2.prefab"",""Assets/Prefabs/Effect/E1071d1c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"584","({""Assets/Art/Sounds/s_bow_shoot.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",})"
"585","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1071f1c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"586","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E1071f2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",""Assets/Prefabs/Curve/lineCharge.prefab"",})"
"588","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E1071f2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",""Assets/Prefabs/Curve/lineCharge.prefab"",})"
"570","({""Assets/Art/Sounds/s_bow_shoot.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",})"
"571","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1071l1c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"572","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E1071l2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",""Assets/Prefabs/Curve/lineCharge.prefab"",})"
"573","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E1071l3a.prefab"",})"
"574","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E1071l2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",""Assets/Prefabs/Curve/lineCharge.prefab"",})"
"579","({""Assets/Art/Sounds/s_bow_shoot.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",})"
"580","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E1071s1c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
